  INFO root [2018-10-30 00:38:51,856] - 
 DEBUG root [2018-10-30 01:04:06,368] - ThreadPool::destroy(): starting size 2.
  INFO root [2018-10-30 01:04:07,442] - 
  INFO root [2018-10-30 01:04:07,443] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:04:07,443] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:04:07,444] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:04:07,444] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:04:07,454] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:50328 )
  INFO root [2018-10-30 01:04:07,454] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:50328, SOMAXCONN=5.
  INFO root [2018-10-30 01:04:07,454] - server-configs:
  INFO root [2018-10-30 01:04:07,454] - 	internalAddr : 192.168.0.107:50328
  INFO root [2018-10-30 01:04:07,454] - 	componentID : 6000
  WARN root [2018-10-30 01:04:07,764] - BundleBroadcast::BundleBroadcast: Cannot bind to port 20122, errorno=10048
  INFO root [2018-10-30 01:04:07,767] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 20874. PID: 8600 ----
  INFO root [2018-10-30 01:04:07,767] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:04:07,768] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:04:07,768] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:04:08,103] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:04:08,103] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:04:15,229] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:04:15,331] - Components::findComponents: found logger, addr:192.168.0.107:50327
  INFO root [2018-10-30 01:04:15,332] - Components::addComponent: reset orderLog, uid=20874!
  INFO root [2018-10-30 01:04:15,332] - Components::addComponent[logger], uid=20874, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:04:15,334] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:04:15,436] - Components::findComponents: found dbmgr, addr:192.168.0.107:50331
  INFO root [2018-10-30 01:04:15,436] - Components::addComponent: reset orderLog, uid=20874!
  INFO root [2018-10-30 01:04:15,437] - Components::addComponent[dbmgr], uid=20874, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:04:15,437] - Components::findComponents: found dbmgr, addr:192.168.0.107:50331
  WARN root [2018-10-30 01:04:16,438] - Forwarding logs to logger[192.168.0.107:50327/0/0/0]...
 ERROR root [2018-10-30 01:06:59,830] - Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:06:59,832] - The following logs sent to logger failed:
  WARN root [2018-10-30 01:06:59,833] - ==> [2018-10-30 01:06:59 829] TCPPacketReceiver::processPendingEvents(192.168.0.107:50327): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:06:59,833] - ==> [2018-10-30 01:06:59 830] Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  WARN root [2018-10-30 01:06:59,878] - TCPPacketReceiver::processPendingEvents(192.168.0.107:50331): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:06:59,879] - Components::removeComponentByChannel: dbmgr : 4000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:06:59,883] - Shutdowner::onShutdownBegin: shutting down(period=0, tickPeriod=1)
  INFO root [2018-10-30 01:06:59,884] - Shutdowner::onShutdown: shutting down
  INFO root [2018-10-30 01:06:59,884] - Shutdowner::onShutdownEnd: shutting down
 DEBUG root [2018-10-30 01:06:59,884] - ThreadPool::destroy(): starting size 2.
  INFO root [2018-10-30 01:07:00,933] - 
  INFO root [2018-10-30 01:07:00,934] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:07:00,934] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:07:00,935] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:07:00,935] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:07:00,946] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:50402 )
  INFO root [2018-10-30 01:07:00,946] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:50402, SOMAXCONN=5.
  INFO root [2018-10-30 01:07:00,946] - server-configs:
  INFO root [2018-10-30 01:07:00,946] - 	internalAddr : 192.168.0.107:50402
  INFO root [2018-10-30 01:07:00,947] - 	componentID : 6000
  WARN root [2018-10-30 01:07:01,261] - BundleBroadcast::BundleBroadcast: Cannot bind to port 20837, errorno=10048
  INFO root [2018-10-30 01:07:01,265] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 21439. PID: 10064 ----
  INFO root [2018-10-30 01:07:01,265] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:07:01,265] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:07:01,266] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:07:01,589] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:07:01,589] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:07:08,707] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:07:08,735] - Components::findComponents: found logger, addr:192.168.0.107:50405
  INFO root [2018-10-30 01:07:08,736] - Components::addComponent: reset orderLog, uid=21439!
  INFO root [2018-10-30 01:07:08,736] - Components::addComponent[logger], uid=21439, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:07:08,738] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:07:08,841] - Components::findComponents: found dbmgr, addr:192.168.0.107:50403
  INFO root [2018-10-30 01:07:08,841] - Components::addComponent: reset orderLog, uid=21439!
  INFO root [2018-10-30 01:07:08,842] - Components::addComponent[dbmgr], uid=21439, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:07:08,842] - Components::findComponents: found dbmgr, addr:192.168.0.107:50403
  WARN root [2018-10-30 01:07:09,843] - Forwarding logs to logger[192.168.0.107:50405/0/0/0]...
 ERROR root [2018-10-30 01:07:38,143] - Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:07:38,147] - The following logs sent to logger failed:
  WARN root [2018-10-30 01:07:38,147] - ==> [2018-10-30 01:07:38 143] TCPPacketReceiver::processPendingEvents(192.168.0.107:50405): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:07:38,147] - ==> [2018-10-30 01:07:38 144] Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  WARN root [2018-10-30 01:07:38,193] - TCPPacketReceiver::processPendingEvents(192.168.0.107:50403): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:07:38,194] - Components::removeComponentByChannel: dbmgr : 4000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:07:38,199] - Shutdowner::onShutdownBegin: shutting down(period=0, tickPeriod=1)
  INFO root [2018-10-30 01:07:38,207] - Shutdowner::onShutdown: shutting down
  INFO root [2018-10-30 01:07:38,207] - Shutdowner::onShutdownEnd: shutting down
 DEBUG root [2018-10-30 01:07:38,207] - ThreadPool::destroy(): starting size 2.
  INFO root [2018-10-30 01:07:39,296] - 
  INFO root [2018-10-30 01:07:39,297] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:07:39,297] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:07:39,297] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:07:39,297] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:07:39,299] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:50447 )
  INFO root [2018-10-30 01:07:39,299] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:50447, SOMAXCONN=5.
  INFO root [2018-10-30 01:07:39,299] - server-configs:
  INFO root [2018-10-30 01:07:39,299] - 	internalAddr : 192.168.0.107:50447
  INFO root [2018-10-30 01:07:39,300] - 	componentID : 6000
  INFO root [2018-10-30 01:07:40,808] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 21566. PID: 9408 ----
  INFO root [2018-10-30 01:07:40,809] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:07:40,810] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:07:40,810] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:07:41,172] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:07:41,172] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:07:48,292] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:07:48,346] - Components::findComponents: found logger, addr:192.168.0.107:50444
  INFO root [2018-10-30 01:07:48,347] - Components::addComponent: reset orderLog, uid=21566!
  INFO root [2018-10-30 01:07:48,347] - Components::addComponent[logger], uid=21566, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:07:48,350] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:07:48,454] - Components::findComponents: found dbmgr, addr:192.168.0.107:50441
  INFO root [2018-10-30 01:07:48,454] - Components::addComponent: reset orderLog, uid=21566!
  INFO root [2018-10-30 01:07:48,455] - Components::addComponent[dbmgr], uid=21566, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:07:48,455] - Components::findComponents: found dbmgr, addr:192.168.0.107:50441
  WARN root [2018-10-30 01:07:49,456] - Forwarding logs to logger[192.168.0.107:50444/0/0/0]...
 ERROR root [2018-10-30 01:07:50,062] - Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:07:50,065] - The following logs sent to logger failed:
  WARN root [2018-10-30 01:07:50,065] - ==> [2018-10-30 01:07:50 061] TCPPacketReceiver::processPendingEvents(192.168.0.107:50444): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:07:50,065] - ==> [2018-10-30 01:07:50 062] Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:08:12,855] - 
  INFO root [2018-10-30 01:08:12,856] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:08:12,857] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:08:12,857] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:08:12,857] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:08:12,860] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:50468 )
  INFO root [2018-10-30 01:08:12,860] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:50468, SOMAXCONN=5.
  INFO root [2018-10-30 01:08:12,860] - server-configs:
  INFO root [2018-10-30 01:08:12,860] - 	internalAddr : 192.168.0.107:50468
  INFO root [2018-10-30 01:08:12,860] - 	componentID : 6000
  WARN root [2018-10-30 01:08:13,170] - BundleBroadcast::BundleBroadcast: Cannot bind to port 20312, errorno=10048
  INFO root [2018-10-30 01:08:13,173] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 21674. PID: 10072 ----
  INFO root [2018-10-30 01:08:13,173] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:08:13,174] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:08:13,174] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:08:13,497] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:08:13,498] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:08:20,595] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:08:20,700] - Components::findComponents: found logger, addr:192.168.0.107:50465
  INFO root [2018-10-30 01:08:20,700] - Components::addComponent: reset orderLog, uid=21674!
  INFO root [2018-10-30 01:08:20,701] - Components::addComponent[logger], uid=21674, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:08:20,703] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:08:20,805] - Components::findComponents: found dbmgr, addr:192.168.0.107:50464
  INFO root [2018-10-30 01:08:20,806] - Components::addComponent: reset orderLog, uid=21674!
  INFO root [2018-10-30 01:08:20,806] - Components::addComponent[dbmgr], uid=21674, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:08:20,807] - Components::findComponents: found dbmgr, addr:192.168.0.107:50464
  INFO root [2018-10-30 01:16:40,670] - 
  INFO root [2018-10-30 01:16:40,671] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:16:40,671] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:16:40,671] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:16:40,671] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:16:40,677] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:52662 )
  INFO root [2018-10-30 01:16:40,677] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:52662, SOMAXCONN=5.
  INFO root [2018-10-30 01:16:40,677] - server-configs:
  INFO root [2018-10-30 01:16:40,677] - 	internalAddr : 192.168.0.107:52662
  INFO root [2018-10-30 01:16:40,677] - 	componentID : 6000
  WARN root [2018-10-30 01:16:40,987] - BundleBroadcast::BundleBroadcast: Cannot bind to port 20219, errorno=10048
  INFO root [2018-10-30 01:16:40,993] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 23333. PID: 8708 ----
  INFO root [2018-10-30 01:16:40,993] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:16:40,993] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:16:40,994] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:16:41,351] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:16:41,351] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:16:48,515] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:16:48,560] - Components::findComponents: found logger, addr:192.168.0.107:52658
  INFO root [2018-10-30 01:16:48,561] - Components::addComponent: reset orderLog, uid=23333!
  INFO root [2018-10-30 01:16:48,562] - Components::addComponent[logger], uid=23333, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:16:48,564] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:16:48,666] - Components::findComponents: found dbmgr, addr:192.168.0.107:52656
  INFO root [2018-10-30 01:16:48,667] - Components::addComponent: reset orderLog, uid=23333!
  INFO root [2018-10-30 01:16:48,667] - Components::addComponent[dbmgr], uid=23333, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:16:48,668] - Components::findComponents: found dbmgr, addr:192.168.0.107:52656
  WARN root [2018-10-30 01:16:49,668] - Forwarding logs to logger[192.168.0.107:52658/0/0/0]...
 ERROR root [2018-10-30 01:17:55,035] - Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:17:55,038] - The following logs sent to logger failed:
  WARN root [2018-10-30 01:17:55,038] - ==> [2018-10-30 01:17:55 034] TCPPacketReceiver::processPendingEvents(192.168.0.107:52658): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:17:55,038] - ==> [2018-10-30 01:17:55 036] Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  WARN root [2018-10-30 01:17:55,085] - TCPPacketReceiver::processPendingEvents(192.168.0.107:52656): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:17:55,086] - Components::removeComponentByChannel: dbmgr : 4000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:17:55,091] - Shutdowner::onShutdownBegin: shutting down(period=0, tickPeriod=1)
  INFO root [2018-10-30 01:17:55,099] - Shutdowner::onShutdown: shutting down
  INFO root [2018-10-30 01:17:55,100] - Shutdowner::onShutdownEnd: shutting down
 DEBUG root [2018-10-30 01:17:55,100] - ThreadPool::destroy(): starting size 2.
  INFO root [2018-10-30 01:17:56,198] - 
  INFO root [2018-10-30 01:17:56,198] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:17:56,199] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:17:56,199] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:17:56,199] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:17:56,203] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:52706 )
  INFO root [2018-10-30 01:17:56,203] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:52706, SOMAXCONN=5.
  INFO root [2018-10-30 01:17:56,203] - server-configs:
  INFO root [2018-10-30 01:17:56,203] - 	internalAddr : 192.168.0.107:52706
  INFO root [2018-10-30 01:17:56,203] - 	componentID : 6000
  INFO root [2018-10-30 01:17:57,718] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 23578. PID: 8952 ----
  INFO root [2018-10-30 01:17:57,718] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:17:57,719] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:17:57,719] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:17:58,076] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:17:58,077] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:18:05,219] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:18:05,325] - Components::findComponents: found logger, addr:192.168.0.107:52704
  INFO root [2018-10-30 01:18:05,325] - Components::addComponent: reset orderLog, uid=23578!
  INFO root [2018-10-30 01:18:05,326] - Components::addComponent[logger], uid=23578, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:18:05,328] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:18:05,430] - Components::findComponents: found dbmgr, addr:192.168.0.107:52705
  INFO root [2018-10-30 01:18:05,430] - Components::addComponent: reset orderLog, uid=23578!
  INFO root [2018-10-30 01:18:05,431] - Components::addComponent[dbmgr], uid=23578, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:18:05,432] - Components::findComponents: found dbmgr, addr:192.168.0.107:52705
  WARN root [2018-10-30 01:18:06,432] - Forwarding logs to logger[192.168.0.107:52704/0/0/0]...
 ERROR root [2018-10-30 01:18:27,730] - Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:18:27,733] - The following logs sent to logger failed:
  WARN root [2018-10-30 01:18:27,733] - ==> [2018-10-30 01:18:27 730] TCPPacketReceiver::processPendingEvents(192.168.0.107:52704): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:18:27,733] - ==> [2018-10-30 01:18:27 731] Components::removeComponentByChannel: logger : 2000, Abnormal exit! errorno=10054
  WARN root [2018-10-30 01:18:27,778] - TCPPacketReceiver::processPendingEvents(192.168.0.107:52705): Throwing REASON_GENERAL_NETWORK - WSAECONNRESET
 ERROR root [2018-10-30 01:18:27,779] - Components::removeComponentByChannel: dbmgr : 4000, Abnormal exit! errorno=10054
  INFO root [2018-10-30 01:18:27,783] - Shutdowner::onShutdownBegin: shutting down(period=0, tickPeriod=1)
  INFO root [2018-10-30 01:18:27,785] - Shutdowner::onShutdown: shutting down
  INFO root [2018-10-30 01:18:27,785] - Shutdowner::onShutdownEnd: shutting down
 DEBUG root [2018-10-30 01:18:27,785] - ThreadPool::destroy(): starting size 2.
  INFO root [2018-10-30 01:18:28,872] - 
  INFO root [2018-10-30 01:18:28,876] - -----------------------------------------------------------------------------------------


  INFO root [2018-10-30 01:18:28,877] - Resmgr::initialize: KBE_ROOT=E:/kbengine/
  INFO root [2018-10-30 01:18:28,877] - Resmgr::initialize: KBE_RES_PATH=E:/kbengine/kbe/res/;E:/kbengine/assets/;E:/kbengine/assets/scripts/;E:/kbengine/assets/res/
  INFO root [2018-10-30 01:18:28,877] - Resmgr::initialize: KBE_BIN_PATH=E:/kbengine/kbe/bin/server/
  INFO root [2018-10-30 01:18:28,883] - NetworkInterface::initialize(INTERNAL): bound to all interfaces with default route interface on 192.168.0.107 ( 192.168.0.107:52748 )
  INFO root [2018-10-30 01:18:28,883] - NetworkInterface::initialize(INTERNAL): address 192.168.0.107:52748, SOMAXCONN=5.
  INFO root [2018-10-30 01:18:28,884] - server-configs:
  INFO root [2018-10-30 01:18:28,884] - 	internalAddr : 192.168.0.107:52748
  INFO root [2018-10-30 01:18:28,884] - 	componentID : 6000
  WARN root [2018-10-30 01:18:29,194] - BundleBroadcast::BundleBroadcast: Cannot bind to port 20116, errorno=10048
  INFO root [2018-10-30 01:18:29,200] - ---- cellappmgr Version: 2.0.0. ScriptVersion: 0.1.0. Protocol: 52E8E19C86891AC3218081DFAA2FD187. Config: Debug X86. Built: 15:52:42 Apr 29 2018. AppID: 6000. UID: 23686. PID: 7404 ----
  INFO root [2018-10-30 01:18:29,200] - Server : Intel(R) Xeon(R) CPU E3-1230 v3 @ 3.30GHz with 4194303kB RAM
  INFO root [2018-10-30 01:18:29,201] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2018-10-30 01:18:29,201] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2018-10-30 01:18:29,560] - ---- cellappmgr is running ----
 DEBUG root [2018-10-30 01:18:29,560] - Components::process(): Request for the process of identity...
  INFO root [2018-10-30 01:18:36,683] - Components::findComponents: find logger(1)...
  INFO root [2018-10-30 01:18:36,702] - Components::findComponents: found logger, addr:192.168.0.107:52743
  INFO root [2018-10-30 01:18:36,703] - Components::addComponent: reset orderLog, uid=23686!
  INFO root [2018-10-30 01:18:36,703] - Components::addComponent[logger], uid=23686, componentID=2000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:18:36,705] - Components::findComponents: find dbmgr(2)...
  INFO root [2018-10-30 01:18:36,805] - Components::findComponents: found dbmgr, addr:192.168.0.107:52745
  INFO root [2018-10-30 01:18:36,806] - Components::addComponent: reset orderLog, uid=23686!
  INFO root [2018-10-30 01:18:36,806] - Components::addComponent[dbmgr], uid=23686, componentID=4000, globalorderid=1, grouporderid=1, totalcount=1
  INFO root [2018-10-30 01:18:36,807] - Components::findComponents: found dbmgr, addr:192.168.0.107:52745
  WARN root [2018-10-30 01:18:37,807] - Forwarding logs to logger[192.168.0.107:52743/0/0/0]...
 ERROR root [2018-10-30 01:18:56,440] - Components::removeComponentByChannel: cellapp : 8001, Abnormal exit! errorno=10054
